Code	Stage	Slot	Name	Name (Alternate)	Description 	Strength	Speed	Stamina	Regular Tech	Special Tech	Strength	Speed	Stamina	Intelligence	Willpower	Tactics	Power	Control	Reserves
924	4	4	Whisper of the Shinigami 	Shinigami no Teisei	Striking Ability: Control over the movement of the scythes stays pretty much the same. However, with the usage of spins, the user is now able to add momentum to the blade without actually having to make sweeping attacks at his opponent. The wounds inflicted at this stage cut deep into the flesh and, if aimed right, can easily become fatal.Defense: Not only has the user reached the ability to block and deflect incoming attacks, but now he is also able to counter attack. Catching incoming blades (no cleaver weapons) between the blade and the handle of the scythe, the user can slash with the other kama at his opponent. There is no real change if attacked by projectiles, with the only difference that he now can block even hard to view objects (i.e.: senbons).	4	5		Ryuuketsu (Bloodshed)The user rushes at the opponent while slashing vertically, horizontal, and diagonally, letting lose a whole barrage of attacks aimed to inflict damage and drive the opponent into the defensive.	Special Techniques Requirement: Tactics 10, Willpower 10, Intelligence 8Mononoke no Shin (Spectre of Death)Requirements: Shin no Teisei (Whisper of Death)This technique causes the target to see a momentary illusion of the God of Death behind the user. The technique will instill fear into the opponent, making them more cautions when fighting, effectively slowing down their movements. This technique requires the user make eye contact with the target.Utsusu: Ni (Evisceration: Two)Requirements: Utsutsu: Ichi (Evisceration: One)This technique begins with the user creating a ball of darkness that covers both themselves and their enemy through use of the Shisou technique, then lengthening their blades by way of the Fang technique. The user then strike, slashing both blades across the enemy's abdomen. Both the user and the target are effectively blinded during this technique.	14	17	12	0	0	14	0	0	0
924	5	5	Whisper of the Shinigami 	Shinigami no Teisei	Striking Ability: The user's control over the scythes improved greatly at this stage. Now he can use spins and cuts with great ease, using one or both scythes to inflict deep wounds without having to rely on the momentum anymore.Defense: There is no real change to the previous stage: The user still can block, deflect and counter strike. The only difference is, that now the user is able to block some (3-4) projectiles weapons, even if he is not concentrating on them, just using his reflexes.	4	5		Kuro Ikazuchi (Black Thunder)The user leaps into the air, jumping over the opponent. Once he reaches the right apex, he slashes with both scythes at the back of his opponent. This technique is only seldom used more then once, since it leave the user wide open while jumping.	Special Techniques Requirement: Tactics 15, Willpower 15, Intelligence 13Kurai no Kousa (Dark Cross)Requirements: Shisou (Shadow of Death)First, the user creates a small sphere of shadow 'attached' to the enemy's head. The user then charges their blades with chakra as per the Cross Fang technique, with one small modification - the blades fluoresce brightly, giving off a brilliant silver light. The light, due partially to its sheer intensity and partially to its chakra-created nature, is able to partially penetrate the darkness - when the user's blades are within 5 feet of the target, they will be plainly visible as crescents of light. The user then executes the Cross Fang move. The darkness surrounding the target will be dispersed as soon as either of the user's blades touches the target or a weapon wielded by the target, or after 5 seconds.Dark HarvestRequirements: Utsusu: Ni (Evisceration: Two)The user begins by a technique akin to the Evisceration technique. First, the user performs a spin attack aimed at the enemy's chest, then stops momentarily to charge their blades with chakra in an identical manner to the Talon technique. Once charged, the user lunges past the enemy while making a sweeping attack at the enemy's neck designed to decapitate the target.	18	22	16	0	0	16	0	0	0
924	6	6	Whisper of the Shinigami 	Shinigami no Teisei	Striking Ability: No real change at this stage, the user now can execute more complex slashes as before.Defense: With this stage, the user gains a new defensive move. Now he is able to catch incoming blades (no cleavers) like he did with his counter move, with one difference: using both scythes to catch it, the user can make a quick twist of his kamas and might be able to disarm his opponent.	4	5		Makai Wana (Hell Trap)The user takes on a defensive stance: He moves his right arm so, that the scythe his left of his head, next he moves his left hand that his second scythe is next to his right hip. If someone launches an weapon attack, the user will make a swift move and trap the incoming weapon inside the kamas. Unlike the normal counter attack, the user traps the weapon inside making it possible to comrades to attack the defenseless opponent.	Special Techniques Requirement: Tactics 19, Willpower 19, Intelligence 18Kaiki (Total Eclipse)Requirements: Dark HarvestThe user throws both chakra enforced Scythes like boomerangs one after the other. The first one, called Tsuki (moon) comes from the right hand and returns to the left hand. The second, called Ohisama (the sun) comes from the left, and returns to the right hand. Both of them slash everything it can in its path. The point where the two tumbling scythes cross, when the sun and the moon are superimposed, is where the true power of this move is revealed. Anyone who looks directly at the eclipse point as the scythes cross will be completely blinded. The blindness is not permanent, however, but will last for several minutes (2 posts) before it begins to clear. The affected person's vision will take a further 1 post (3 posts from the time of effect) to clear completely. The blindness is completely irreversible, except for gradually healing over time.Kousa no Shinigami (Cross Reaper)Requirements: Mononoke no Shin (Spectre of Death)This move has the user first create an illusion of Shinigami, then cause the illusion to reach a hand toward the target. Once the arm gets within close proximity (5 feet or so) of the target, the illusion is dispelled and the target, having concealed their motion behind the illusion, performs the Cross Fang technique from close range, preventing the opponent from dodging effectively, due mostly to the lingering effects of seeing Shinigami.Tsume (Talon)Requirements: Oniba (Fang)This technique is an advanced form of the edge-honing technique Fang. With this technique, the user is able to sharpen the edges of both their blades to a level known as 'mono-molecular,' meaning the blade's leading edge is comprised of a single molecule and is thus able to cut through most known materials like a hot knife through butter. While active, the user can move their scythes through the air at 1.5x normal swing speed due to the incredibly low air resistance caused by the weapons' ability to literally cut through the air. This technique is highly draining on both concentration and chakra, however, so can only be maintained for quick bursts (3 seconds or less), for no more than a total time of 20 seconds per day.	24	32	19	0	14	18	0	0	0
924	7	7	Whisper of the Shinigami 	Shinigami no Teisei	Striking Ability: The final stage. People reaching this stage of the Shinigami no Teisei are often revered to as Shinigami's Child, a name truly earned by those legendary people. The control over the kamas has reached perfection, with the right tactic, the user could easily cut off his opponent's body parts or dismember them into nothing but pieces.Defense: Defense is now nearly perfect as he has reached complete control over the scythes. The user takes full advantage over the easy weight of the scythes, to perform blocks and counter attacks (even cleaver weapons) with ease. Projectile weapons can be blocked while fighting another opponent.	4	5			Special Techniques Requirement: Tactics 26, Willpower 25, Intelligence 24Soul HarvestRequirements: All Special TechniquesThis technique has the user create an illusion of Shinigami that reaches out toward the target. The user is hidden within the spectre's hand, and charges their blades to beyond Talon sharpness. The spectre's hand passes through the target, still concealing the user. The user, when he passes the target, sweeps through the target with scythes honed beyond even monomolecular sharpness - sharp enough to pass through a human body without disturbing it. Wounds will cut deep, bringing a great likelihood (90%) of immediate unconsciousness. Those who can withstand the power of the blow, and not lose conscious, will realize that the attack not only harmed their body, but their spirit too, making the target unable to mold any chakra for the duration of 2 posts.Those truly trained in the Shinigami no Teisei, can attack not only the body, but the soul. At least it seems as if the user was capable to steal the target's soul. In truth, the user aims for specific points on the human body which reacts to the chakra the scythe is charged with, killing the target.((This effect (instant death) needs the approval of the target, of course.))This technique requires an incredible amount of chakra to perform, and can only be used once a battle, also it will render the user unable to perform additional chakra-consuming moves for 2 posts due to exhaustion.	36	40	23	0	19	25	0	0	0
923	1	1	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: The starting level only allows simple strikes and slashes, which use more the momentum of the attack than the real strength of the user. While the sweeping attacks are useful to clear the area from opponents or keep them away, but only if the user is standing firm on the ground to brace against the momentum's strength.Defense: Defense at this stage is nearly non-existent. With the user only getting familiar with the weapon, he has to rely on dodging. Only the simplest of attacks might be blocked, though many users lost balance while doing so.Movement: The user only starts learning to use the scythe properly, still he is already able to side step untrained attackers with great ease, thought it looks awkward. Strikes are rough and slow, making them easily to dodge by trained taijutsu users.	5	4		Funkei (Decapitation)The user performs a horizontal slash, using the momentum to inflict damage. Most aim at the abdomen but some aim for the neck. An easily dodged attack.Soudai Jinkun (Grand Ruler)The user performs a vertical slash, using the momentum to inflict damage. This technique is mostly performed from up to down. Simple attack which is as easy to dodge.Zaiaku no Kama (Sickle of Sin)Mostly used as a defensive move to stop opponents who try to close the distance, without actually doing too much harm. The user makes a slash with his scythe, using the blunt side of the it. If the weapon has no blunt side, it is pretty much a Funkei attack.		5	3	0	0	0	0	0	0	0
923	2	2	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: A great improvement in control, the user is capable to make abrupt course changes while performing an attack. The strength of the slashes still rely on the momentum of the blow and the user still has to stay firm on the ground while attacking.Defense: Simple attacks are now no problem anymore and can be easily deflected. The user will have problems when dealing with projectile weapons, as he can only dodge the incoming projectiles.Movement: Movement only gains a slight change, as now the user is more familiar with the weapon. With more control over the scythe comes more speed. Performed attacks are a bit faster than at the previous stage.	5	4		Hisanshin (Flying Death)Using the form of the scythe, the user is capable to throw his scythe at his opponent. After one post the scythe will return to the user, making him vulnerable for the duration he has no scythe.Kurogengetsu (Black Crescent Moon)The user crouches down and slashes towards the opponents legs, followed by a powerful high swing. Not the fastest attack, but can be fatal if used right.	Special Techniques Requirement: Willpower 4, Tactics 4Tsume (Claw)The user channels chakra along the scythe's blade, invisibly lengthening it by up to 4 inches. This technique can be used alone, but is usually used as part of a more advanced technique.	8	6	0	0	6	0	0	0	0
923	3	3	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: The user finally reached the stage where he has not to rely on the momentum of the strike to make an effective attack, as he built up enough muscle strength to perform attacks, without the blows losing its force. Neither has he to stand firm on the ground to perform an attack. With the gained control, the user can spin and twirl his scythe like a bo user would.Defense: Dueling, deflecting and blocking. All of this is gained when reaching this stage of the Shinigami no Oshie by using the blade and handle to block weapons and hand-to-hand attacks alike.Movement: No longer, look the movement awkward or unsure, but reach a somewhat fluid motion. Side steps seem to come naturally to the user, granting great ease to dodge incoming blows. The user does not need to stay firm on the ground and is able to jump around half or a bit more of his own height. The strikes gained another boost in speed, giving them a more dangerous property.	5	4		Hakahori (Gravedigger)Leaping towards the opponent, the user performs a vertically slash down at the opponent. Due to the long reach of the scythe, the user does not need to get too close to the opponent.Hekikyouran (Barrier Frenzy)The user spins and twirls his scythe like staff user love doing it. With the spinning the user can use this technique both offensive and defensive. If the opponent is close-by, this technique can be used to force him to move away from the user, giving him back the preferred distance battle style. Defensive the user can block incoming projectiles (kunai, senbon, etc.) as long as he has a good view of them and is not distracted.	Special Techniques Requirement: Willpower 7, Tactics 7, Intelligence 6Shinigami no Metsuki (Eyes of the Shinigami)The opponent will feel the sudden notion that he is about to die, triggering a vision of his own death in the most gruesome and painful way possible. It makes the victim halt, debating if he should flee from battle and save his life. The technique can only be initiated if the user makes eye contact with the target. A target with a higher willpower than the user will not be affected by this technique.	10	10	0	0	8	0	0	0	0
923	4	4	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: The user's control over the scythe increases only slightly, granting better handling of the weapon, with more precise strikes and slashes to keep the opponent away. Wounds at this stage will go deep into the flesh and can easily cut off body parts.Defense: Defense reaches an interesting boost, as the user now has more control over the scythe he can block incoming attacks even better than before. Incoming attacks could be blocked by the handle, giving the chance for a counter strike.Movement: Movement gains a big boost in this stage, as the user can now jump over his opponent using somersaults. Motions are quick and fluid, making good use of the new gained speed to side step and circle the user's opponent. Strikes are only a bit faster than the previous stage.	5	4		Shinigami's RageWith a little start-up, the user catapults himself at his opponent, somersaulting towards him while using the scythe to attack circular (the scythe strikes vertical). With the added momentum of the somersault, the force behind this blow is fierce and painfully to block. The best way to to defend against it is dodging.	Special Techniques Requirement: Willpower 10, Tactics 10, Intelligence 8Shin no Kaze (Wind of Death)Charging the scythe with chakra, the user slashes diagonally at the wished direction. The wind produced by this attack, will be empowered by chakra and fly straight ahead cutting anything in its path. The downside is, that due to the high chakra charge, the wind gets a black tinted ripple, warning the opponent. Wounds earned by this jutsu are as if the opponent got hit by the scythe, without the property to cut through the target. The user has to wait 2 posts until using this technique again.	16	15	12	0	14	0	0	0	0
923	5	5	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: With the help of more spins and big sweeping attacks, the striking ability gives a considerable boost in power. Careless opponents will soon find themselves in a world of pain, as the user can easily cut them into pieces.Defense: There is no real change to the previous stage. The user still is capable to perform blocking, deflecting and counter moves.Movement: This stage gives the user better movement, used for the circling tactic of the style. The main boost in power is the striking speed. Slashes are quick, giving the user a slight edge to his attacks, as the opponent will have a harder time avoiding them.	5	4		Marui Meiun (Circular Doom)Slamming the scythe into the abdomen, the user will lift the target up and spin around his own axis, swinging the opponent around before slamming him on the ground.For training uses, the user can perform the same attack with shielding chakra around the blade, making the scythe's blade blunt.	Special Techniques Requirement: Willpower 15, Tactics 15, Intelligence 13Shin no Sakebi (Scream of Death)Requirements: Shin no Kaze (Wind of Death)The powered version of Shin no Kaze. Channeling chakra into the scythe, the blade will be surrounded by a black glow. Performing a swing attack in the desired direction, the force of the slash will create a surge of wind. The chakra empowered wind will charge at the wanted direction, cutting through everything in its path. Again, due to the chakra charge, the surge of wind has creates a black tinted ripple in the fireline. Kaze no Shin is capable to slice anything in its path into half and cannot be blocked. Because of that, the target has to move out of the way. The user has to wait 2 posts until using this technique again.	21	19	16	0	16	0	0	0	0
923	6	6	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: At this stage is no real change, the user only gains more dexterity to perform more complex slashes.Defense: There is only a slight amplification of the defensive capabilities. Blocks of any sort become a lot easier.Movement: Dodging at this stage gets a big enhancement. Lower level opponents will find it hard to anticipate the user's attacks, aggravating the ability to counter attack.	5	4		Shinigami's AdmonitionThe user will try to sweep the target's legs away, using the part of the handle which is near the beginning of the scythe's blade. Then he will proceed to knock the target off his feet and spin the scythe once, slamming the bottom of the handle into the opponent's stomach.	Special Techniques Requirement: Willpower 19, Tactics 19, Intelligence 18Tenkawakemeken (Fateful Circle)Requirements: Shin no Sakebi (Scream of Death)Making a circular attack, the user is able to send a surge of chakra filled wind around himself, slicing anything, caught in its path, horizontally in half. However, the surge only travels for a radius of 10 meters. Similar to Shin no Kaze, the air ripples around the wind surge. The attack is unblockable, forcing the opponent to either crouch beneath the shockwave or to jump over it, to escape this effect. The user has to wait 2 posts until using this technique again.Sesshougai (Killing Scythe)Requirements: Tsume (Claw)Using the principle of the Claw technique, the user sharpens the blade of the scythe to a point it is capable to cut through any known material. This technique is highly draining on both concentration and chakra, however, so can only be maintained for 4 posts. Due to the high chakra consummation, Sesshougai can only be used twice a battle with 4 posts in-between.	32	25	18	0	20	16	0	0	0
923	7	7	Teachings of the Shinigami	Shinigami no Oshie	Striking Ability: People reaching this stage earn the privilege to call themselves Shinigami, like the legendary God of Death who uses the scythe as his weapon. The control of this stage is legendary, with the user having earned complete control over the scythe, granting swift attacks with enough force to cut opponents into half or slice stone/wood into two.Defense: Defense reaches near perfection at this stage, as the user can take full advantage of the weapons range. Users are able to block and deflect with ease, go into duel with opponents and perform counters.Movement: Movement has reached its final stage, granting the user perfect fluid motions to use for side stepping and out maneuvering the opponent. It almost looks like the user is hovering. High jumps can be used to give more speed to the strikes, giving even more deadliness to the user's strikes.	5	4			Special Techniques Requirement: Willpower 26, Tactics 25, Intelligence 24Saishuu Sabaki (Final Judgement)Requirements: All Special TechniquesCreating the illusion of turning into the Shinigami, the God of Death, the user drives maddening fear into the opponent, making him unsure to fight. The user, still in disguise as Shinigami, will dash at the opponent while charging his scythe with enormous amounts of chakra. Once he reaches his target, the user will slash at his opponent with the scythe being charged with even stronger chakra than the Killing Scythe technique. The scythe will cut deep into the flesh of the target, bringing a great likelihood (90%) of immediate unconsciousness. Those who can withstand the power of the blow, and do not lose conscious by sheer blood lose, will find out that the attack disturbed their spiritual energy and there-by sealed his chakra away, for the duration of 2 posts.But the most feared aspect of this power, is that the user is not called Shinigami for nothing. Using the scythe as medium for their demonic chakra, the user is able to attack specific points on the target's body, killing him without leaving any trace. This gives the illusion that the user stole the target's soul.((Instant death needs the approval of the target, of course.))The user is not unaffected by the enormous amount of chakra he has to feed to his scythe, and the concentration he needs to keep up the illusion of being the Shinigami. This technique not only seals the target's chakra, but it also renders the user unable to use chakra-consuming moves for 2 posts due. The illusion of the Shinigami stays in place for 3 posts, even while attacking.	40	36	23	0	24	20	0	0	0
922	1	1	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: It's nothing special at this point, it's even clumsy but in this stage, the practitioner's focus is trying to keep the blades away from himself while he fight and he could manage to do that provided that nothing affects his maneuvers.Speed: Slow, predictable and easy to perceive.Defense: The user is still to clumsy to use his weapon for defense.	5	2	2			5	0	3	0	0	0	0	0	0
922	2	2	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: At this stage the user can focus more about his own fight rather than trying to keep the blades away from his body. With this stage achieved, it's safe to say that the practitioner of the style won't hurt himself with his weapon.Speed: The chains are starting to pick up pace, they move at higher Speeds now but are still not moving at dangerous Speeds.Defense: Defense training has just started for the user. At this stage, only the most basic attacks can be parried or blocked and even when that is done, it provides little protection.	5	2	2	SweepEver wanted to sweep someone off their feet? To use this technique, the tip holding position is recommended for greater range. Then, the other tip of the weapon is swung horizontally at the target's feet.		9	0	5	0	0	0	0	0	0
922	3	3	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: You no longer worry while handling your weapon. By now, you're quite accustomed to it, you can move around and maneuvering your chains without being hindered much.Speed: The weapon's Speed is starting to become potentially lethal especially if blades are present.Defense: By using accuracy and precise timing, the user can pick off projectiles in mid-air using his chains or blades.	5	2	2	StrangleThis is a very simple technique that requires quick execution or an unsuspecting target. The user throws his chains over the target's neck and pulls each tip of the chain to a different direction. If blades are present, waiting for the target to run out of breath is not necessary as finishing him off with one of the blades would be a simple task when he's caught.		13	0	17	0	8	0	0	0	0
922	4	4	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: Chains have been toyed with for a long time now. You can now move at a constant rate while keeping your chains at constant movement to and maintaining their rhythm.Speed: The spinning weapon has become much harder to perceive with your current Strength and naturally, more lethal.Defense: Defense is also starting to come out naturally. By now, you can deflect attacks and parry them while maintaining the movement rhythm.	5	2	2	Boomerang ChainsBy throwing the Chained Scythe at a specified target, it flies at great Speed due to the user's Strength and if the target is chopped or destroyed or if the attack misses, the chain flies back. This can be used to either trap or slice a target.		20	10	13	0	0	0	0	0	0
922	5	5	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: The focus in the stage is a little different. Now you can do anything those stuntmen on TV can and on addition to that, you have blades. You can attack, defend, and spin around your weapon pointlessly while maintaining the spinning movement. You can also move at full Speed without hindering your weapon usage.Speed: The untrained eyes have no hope of following the chain's movements as is it simply too fast to be followed by a pathetic set of eyes.Defense: Deflecting and parrying can be done similarly to the previous stage but at a faster pace.	5	2	2			25	14	17	0	16	0	0	0	0
922	6	6	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: Unlike the previous stage where you can show off for one second and fight for another, now you can perform battle stunts such as spinning the weapon around your body and flipping it over to parry an attack in mid stunt and you would keep going for the next stunt naturally.Speed: It's a struggle to keep up with the chain's movements now, even for trained eyes.Defense: ((look at Chain maneuvering for this stage))	5	2	2			20	22	24	0	20	16	0	0	0
922	7	7	Spinning Green Turtle	Aoi Kame Bouseki	Chain Maneuvering: Mastery has been achieved. There's nothing else you can improve in your technique. Your weapon moves naturally wherever you want it to; you make it seem so easy it seems as if the weapon moves on its own. You can do whatever you want and never be concerned about hurting anything but your target.Speed: A tad bit faster than the previous stage.Defense: ((Same as previous stage))	5	2	2			35	32	32	0	25	19	0	0	0
921	1	1	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	Acrobatics - Nothing fancy here at all to be completely honest. The user will be forced to train up his sense of balance, walking while spinning the chain without losing any momentum.Chain of heaven - The user must learn to know how much of the chain he must release to hit is foe and keep it at that. He has yet acquired the skill to shoot it toward his foe so at most he can use it as long-ranged flail.Sickle of hell - Practically nothing is taught in the use of the sickle at this stage. You can always just try to cut someone with it, but it would be dodged easily.	5	4		SmashAlso know as 'trying to hit that other guy in the head with the weight. Releasing a length of the chain, the user spin and strikes out with it like a flail.		4	4	0	0	0	0	0	0	0
921	2	2	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	Acrobatics - Once again these are still at a very basic level. He has yet to completely master what he has learned at the first stage and must train to improve those.Chain of heaven - It is at this stage that you can actually use the 'chain launch'. Your feet must however be completely planted to the ground and the weight will travel in a completely linear path.Sickle of hell - What is taught at this stage is mostly common defensive movements when facing an armed opponent. It is still not advisable to go into melee with it though.	5	4		GrappleThe user throws the weight toward the opponent with the purpose of having the chain wrap itself around the target. This could be the leg of the foe in order to send him/her off balance.		7	7	0	0	6	0	0	0	0
921	3	3	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	Acrobatics - A flexible body as well as the balance are the keys here. By being able to sway backward and weave the body, the user can avoid the attacks and take a safe distance once more.Chain of heaven - You have by now acquired the necessary balance to be able to move around without losing the momentum of the spin. The chain can be thrown while moving but will still travel in a rather linear path.Sickle of hell - When parrying attacks with the sickle and the chain, you can either parry it with the sickle or with the chain by grabbing a hold of two parts of it.	5	4		DisarmA technique used against armed opponents. Launching the weight at their foe's sword for example, the chain will wrap itself around it. In that same motion the user will tug the chain back, hopefully disarming them before they will realize the danger with the chain interlocked with their weapon.False disarmOne could say this is another option instead of disarming the foe. If the opponent struggles against it, the user will hold it for a moment before letting go of it, hopefully sending the opponent open as well as slightly off balance. They will literally jump as close to them as possible and ram the sickle in their back.		11	9	0	0	8	0	0	0	0
921	4	4	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	Acrobatics - At this stage you could say that you take the first step toward a more offensive use of the sickle. Quick dashes combined with your by now great agility will increase your chances of getting within range of the opponent unharmed.Chain of heaven - By now the thrown chain can now be thrown in a curving path. This will increase the chances of hitting your enemy.Sickle of hell - The weighted end is not the only part that can be thrown. At this level you can do so; however it is a risky move as it will leave you unable to attack up close effectively.	5	4		Heavenly ProtectionThe user spins the chain in front of him and uses it to deflect incoming projectile attacks.Knuckle breakerThis specific technique is a weight thrown so that it will travel along the ground and the curve upward, hitting the opponent in the knuckles or the wrist with the intent of breaking them. Due to the path it will travel will make it an attack which is hard to notice.GrasscutterA technique which combines element of the Smash and the new option of a curving throw. It is the sickle that is thrown and will travel in a horizontal motion with the intent that the blade will reach and cut the opponents calf, effectively hindering their movement.Chain Feint (aka Shooting Blanks)The user will throw the chain but will retract it within a meter, spin it once more before releasing it again. While this may sound simple it requires a tremendous strength. This makes it possible to stop the shot and adjust it to a new target, or used as a feint.	AnchorWith precise chakra control the user may change the direction of the chain. For every five points of control the user may shift the direction of the attack. This ability makes it not only harder to dodge the chain; it will be able to strike with a much higher accuracy.	18	15	10	0	14	0	0	0	0
921	5	5	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	Acrobatics - This is where actual acrobatics will be introduced. The user will now use their nimbleness in order to get behind the opponent and strike from a weak spot.Chain of heaven - The user can throw the chain in the middle of a somersault without losing any of the momentum or a decrease in accuracy.Sickle of hell - You will now learn to use it more offensively without necessarily leaving yourself open for opposing counterattacks. Grabbing hold of the chain in the middle you will be unable to launch the chain, but will become a whirling storm of weights and blades.	5	4		Heaven's decreeAn advanced version of the Smash. The user throws the weight up into the air above him as high as he can, then with a quick lashing motion sends the weight and the chain crashing down on the opponent. The collected force in this attack is almost enough to create a crack in the ground where the weight and the chain lands.Dance of the HurricaneGrabbing a hold of the middle of the chain the user will spin around while also spinning both ends. There is not set pattern that the user will follow but move in a wild dance while crashing skulls and swinging the sickle of death spinning past his opponent. In short it is a combo attack with both ends in one post with the hope that one of them will land.Necktie partyFirst the user will block an attack or attack their opponent in order to keep their attention to the sickle. The user will then use their free hand to snare the chain around the foe's neck, slip past their guard, putting a knee on their back and attempt to strangle the foe.		26	20	10	0	16	0	0	0	0
921	6	6	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	Acrobatics - More or less improvement of stage five.Chain of heaven - The user has improved on how quickly he can build up the necessary momentum, enabling him to throw the chain even if the enemy is really close. Plus this stage it is not impossible for them to throw both ends at the same time or one after the other (ie a chain throw followed by grasscutter)Sickle of hell - Improvement on stage five	5	4		Eye of the stormAn attack that falls into the same category as 'Dance of the Hurricane. The user spins both ends and releases both of them at the same time. These will fly toward the opponent where they will catch and encircle him, causing damage not only by the weight but by the sickle that will certainly embed itself in his flesh. As this leave the user completely defenceless it is not something that should be used carelessly.Chain Feint II (aka Shooting Blanks II)Like the similar technique except that the user can now stop it after it has travelled one meter. It can also be stopped a second time after finally being launched a third.		29	26	20	0	18	18	0	0	0
921	7	7	Sickle and Chain Style Heaven and Hell	Kusarigamaryuu Tendou Jigoku	The user has now reached the peak of skill with the kusarigama and can be fittingly only be referred to as a 'natural disaster'. Walls and building turns to rubble when hit by it and forests are cut down by the sickle of hell. Their movement are but nigh impossible to read neither is there a single hole in their offence or defence as they move in a fleet footed manner and rain death upon their enemies. They are the living incarnations of both heaven and hell, destruction following in their wake.	5	4		Chain Feint III (aka Shooting Blanks III)They can now stop the chain once after it has travelled up to one meter, once after it has travelled up to one and a half meter and once after its travelled two meters.		37	34	28	0	22	22	0	0	0
920	1	1	Heavenly Claw	Tenrai Tsume	Striking: At this level the user is barely able to run with the weapon, much less fight with it. Right now, the most the practioneer can do is shift their weight onto one foot and then bring the giant claw downwards. Of course, this will do damage if they get a clear shot.Chain Ability: N/AEvasion: Like said before, the user can barely attack with the weapon. At this stage, the ninja practices more on evading then attacking. The user is able to dodge inept thrown projectiles.	3	4	2		Kusari bunshin (Chain clone)(*Needed for all special techs)Description: The user forms a bunshin out of their weapons (preferably kunai or shuriken). When summoned, the clone looks identical to the user in every way. This bunshin is used later on in the style. It is capable of being attacked as well as attacking. The clone's stats are 1/10 of the user's original . One clone can be created for every 4 Willpower ,10 clones can be created.	4	4	0	0	0	0	0	0	0
920	2	2	Heavenly Claw	Tenrai Tsume	Striking: The user is now able to fight decent enough with the weapon to be called a practioneer of the style. At this point though, the user tries to combine their evasiveness with their speed in able to get an opening on their opponent, then strike.Chain Ability: A newly possessed skill. The user is able to shoot out their hidden chain by applying chakra to the gears. The chain can travel a distance of 7 feet right now and takes one post to rewind.Evasion: The user's ability to evade attacks has changed slightly. While their do better in dodging projected weapons, they are also able to dodge close range attacks with difficulty, mainly because they have to carry around the large glove.	3	4	2			7	7	0	0	6	0	0	0	0
920	3	3	Heavenly Claw	Tenrai Tsume	Striking: The user's ability to strike with the glove has increased tremendously. They are now used to the extra weight, and can make clear shots easily.Chain Ability: At this level the user can now fire the chain to a distance of 13 feet. But, because it still takes one post to rewind the chain, the user prefers to use the chain as either a finishing move.Evasion: Now more adapt at dodging close range attacks, as well as being able to dodge projectiles more easily.	3	4	2		Hensei: Binshou Kison (Formation: Quick Assassination)Description: The user summons one chain bunshin. Upon created, the clone's chain and the user's chain are linked together and visible. The next part of the attack is the clone and user circle the enemy, and wrap him in the chains. Then, they pull their Gurabu Tsume's in the opposite direction, thus shredding the target.	10	10	0	0	8	0	0	0	0
920	4	4	Heavenly Claw	Tenrai Tsume	Striking: The user's ability to strike the target is incredible. Not only is the strike an almost guaranteed gash or worse, as well as their countering ability is hard to comprehend.Chain Ability: The user can now rely on their ability with the chain enough to use it more often. They can now shoot the chain to a distance of 15 feet and can rewind the chain in the same post it is shot.Evasion: Still viewable to the human eye. What a lame title. Unfortunately this is what the user is. Now focusing on make a long dash instead of trying to dodge each projectile, and to side step whenever close range fighting.	3	4	2		Hensei: Hanasu Ken Fuubi (Formation: Divide and Conquer)Description: A rather bold formation. This technique requires two bunshin, no more, no less. When the clones are created, one will be standing left of the user and another to the right. The three attackers will charge at the enemy and then split three ways. The user (who is charging in the middle) will leap and slash at the target's head. The other two clones will strife to the left/right and then fire their chains at the target, either impaling him/her or holding them down. The end result (if worked correctly) is a headless/ impaled and headless target.	14	16	13	0	14	0	0	0	0
